"","Movie Title","Review Title","Reviewer","Review","Date","Ratings","Type Of Movies"
"391","Seven Samurai (1954)","Solid Gold","OttoVonB","I discovered 16 of Kurosawa's best known films before returning to the one which is commonly thought of as his masterpiece. Seven Samurai is unlike any other grand classic ever produced. It's basic plot can be summed up in a single easy sentence, yet its refinement and execution rival any movie you've ever seen. The premise: in chaotic 16th century Japan, as marauders threaten raid villages, one village hires samurai to defend it from a group of bandits. Yet Kurosawa (also co-writer) developed these characters in a way unheard of for what might pass as an epic action film. To its astonishing credit, through all of its 207 minutes running time, Seven Samurai never falters or bores. And if the script is a marvel in itself, the acting and production design than derive from it are nothing short of superlative. It is said that Kurosawa forced the villagers (from supporting role to mere extra) to live together as a community during production and be their characters, each and every one of which he had drawn out specifically. This unusual technique gave Seven Samurai a feel of authenticity unparalleled in film history.The samurai themselves are so richly given life to in the screenplay that little more would have been needed to make them memorable characters, yet the main cast pay off at every turn, and though every one of the seven main actors give in perfect performances (never as I had feared before watching it do you confuse them, even in the chaotic battle scenes), two immortal roles have a particularly resounding effect: Takashi Shimura (Kambei Shimada), who plays the leader of the ragged band of samurai, gives his sage and venerable warrior a god-like intensity that makes the magnetic charisma of his character unquestionable. One of the easiest leaders to root for in all the history of film-making. Stealing the show however, albeit by a very thin margin, is longtime Kurosawa favorite coworker Toshiro Mifune (Kikuchiyo) as the rogue seventh, the black sheep of the herd, giving the bravura ultimate performance of a lifetime paved throughout with great roles. The story follows them and the villagers, equally nuanced and developed, through their encounter, training, eventual bonding and the big inevitable fight for survival. Unlike subsequent very successful remakes (i.e. Magnificent Seven), seven Samurai transcended excellency by having many layers (nothing or no one is white or black: everything exists in shades of gray) and thus being very real and human. Even without the menace, its interpersonal dynamics would have made it perfect human drama, subtle, balancing comedy, intensity, realism, drama and a deep philosophy with astonishing ease, yet the menace does materialize and thus Seven Samurai unleashes its violence in a series of action scenes crafted with such vision and ingenuity as has ever reached an action film (the frenetic battle scenes at the end rather evoke Saving Private Ryan in their relentlessness).In the end, what made this into solid gold was, at the core, Akira Kurosawa, who would, despite directing many further masterpieces (Throne of Blood, Yojimbo, Red Beard, Dersu Uzala, Kagemusha, Ran), would never top this one. Throughout his life, Kurosawa kept confirming his status as perhaps the greatest director ever. If so, Seven Samurai is the ultimate proof of that truth. One of the very best films ever made and personal all-time favorite.","8 January 2003","10/10",NA
"392","Seven Samurai (1954)","Story-Telling At Its Finest","Snow Leopard","Akira Kurosawa was and is considered the master of east-western film-making (in that he made his Japanese films accessible for fans of American westerns while still making the movies his country found popular), and out of the few Kurosawa movies I've had the pleasure of viewing (Hidden Fortress, Rashomon, and this) I'd have to say that while Rashomon is still my favorite, I nevertheless had a blast during this one. The story has become quite influential to filmmakers from the likes of John Sturges (The Magnificent Seven) to John Lasseter (A Bug's Life): a small village has been terrorized by bandits for far too long, amid times of civil war in the nation, and so on the advice of Grand-Dad, they decide to hire four - which soon becomes seven - samurai for the job. There's no money, just food and honor, even though the village isn't exactly pleased to have samurai back in their village. Each character is drawn and executed compellingly, though for my money Toshiro Mifune proves why he became one of Japan's most notorious film actors. His work as the brave, bold outcast of the seven is awe-inspiring practically all the way through, like the hero of a western that anyone can root for since he's a true rebel at heart within a group of men with a task at hand. Kurosawa directs his tale and main and supporting players like a grand composer, orchestrating a vivid story and extracting from great actors like Takashi Shimura (the old, wise Samurai), Ko Kimura (the disciple Samurai), Daisuke Kato (Schichiroji), and Mifune (Kikuchiyo, which isn't his real name) just the right touches of humanity, humor, tragedy, romance, and intensity. The overall intensity, by the way, isn't over-estimated; its long length (almost 3 1/2 hours) isn't distracting in the slightest since Kurosawa's editing and photography (the later helmed by Asakazu Nakai) are extraordinary. Not to compare the two films, but one thing I saw in common with Seven Samurai and a Lord of the Rings film is that, if anything else, it definitely isn't a boring experience. Along with a score by Fumio Hayasaka that gives the film just a bit more of a pulse, and a showdown that is relentless with excitement, this is one of the must-see action films for film buffs, or anyone with an serious interest in having fun with an epic.","28 November 2001","10/10",NA
"393","Seven Samurai (1954)","Kurosawa's triumphant epic- totally & successfully driven by character and story","Quinoa1984","Warning: Spoilers","7 December 2003","10/10",NA
"394","Seven Samurai (1954)","Memorable characters and one of the best action movies of all times","gkbazalo","Akira Kurosawa's masterpiece... The Japanese equivalent to Orson Welles' Citizen Kane.. I say it's just as good, if not even better. Not only Kurosawa's most well known film, but the most widely recognized Japanese film ever made. This movie will forever be known as a milestone in motion picture history.The story revolves around a village that has become a group of bandits' common looting and pillaging ground. The villagers cannot take this any longer and go to town to hire warriors to defend the village from the bandits. A wandering ronin, Kambei (Takashi Shimura) agrees to help them and with his help, they recruit six others that agree to take the job. The seven samurai teach the villagers how to stand up to the bandits and defend themselves. Finally, when the time comes, they engage in a fierce battle with the attacking bandits.About once in every 20 years or so we are gifted with a film that has the meaning, power, richness, and technique that The Seven Samurai has. I cannot urge anyone enough to see this film, the images are true cinematic poetry rich with so much emotion that I cannot even describe them in words. If you have never seen any of Kurosawa's works, then please see Seven Samurai... you will witness the true beauty, excellence and magic that the art form known as film is capable of.","17 August 2004","9/10",NA
"395","Seven Samurai (1954)","Arguably, the best samurai film ever made","Davor_Blazevic_1959","Warning: Spoilers","25 May 2010","10/10",NA
"396","Seven Samurai (1954)","Kurosawa is the greatest director that ever lived","PureCinema","I've been on a Toho binge for a while now and for the most part the films have been enjoyable, especially those by Kurosawa. The earlier films were dark, bleak and unsettling viewing and therefore going into Seven Samurai I was of two minds. First I expected more of the same, in both quality and tone but then on the flipside at time of writing this is ranked as the 19th highest rated movie on IMDB which is incredible.My expectations were that it would be good, but that's about it. Seeing Takashi Shimura in the credits also confirmed my logic that this was going to at least be an entertaining three and a half hours.I was mistaken, Seven Samurai is not good............it's outstanding.Wonderfully crafted, perfectly scored, incredibly choreographed, well acted and beautifully written this is well deserving of it's high place and I would consider it nothing short of a masterpiece.If you check out my IMDB rating distribution it's very clear to see that getting anything higher than an eight is a rarity, this deserves it on so many levels.I didn't expect this level of quality further as generally I don't tend to agree with titles in the IMDB top 250, this however I do I thoroughly unconditionally agree.A masterpiece and essential viewing, I don't even need to give the premise of the movie in this review and must simply stress that this is film making mastery at its finest.The Good:Takashi ShimuraVery well shot for its timePerfectly craftedThe Bad:Nothing springs to mindThings I Learnt From This Movie:Akira Kurosawas should be a household name, not Bruckheimer or Bay!I'll put money down now that none of the remakes or movies heavily influenced by Seven Samurai comes close in quality","26 December 1998","10/10",NA
"397","Seven Samurai (1954)","Required Viewing","salfamily","Seven Samurai (1954) is an Akira Kurosawa classic that is in my DVD collection that I recently rewatched on MAX. The storyline follows a town desperate for help that is broke due to regular attacks by local bandits. They decide to pool their funds together and put out a false claim that they will pay 💰 a significant sum of money for help fighting the bandits. A team of samurai form in hopes of saving the city and getting the money for a new start in life.As previously referenced, this movie is directed by Akira Kurosawa (The Hidden Fortress) and stars Toshiro Mifune (Yojimbo), Takashi Shimura (Ikiru), Keiko Tsushima (Sincere Heart), Seiji Miyaguchi (Throne of Blood) and Kamatari Fujiwara (Ikiru).This is an inspiring tale with fun characters that are easy to root for and have a worthwhile cause. There's a nice blend of hope, comedy, tragedy and triumph as the film unfolds. The script is brilliant as chemistry is built between the characters and the daunting circumstances unfold. The recruiting and training scenes are legendary and the sword fights at the end are tremendous. The storyline is intricate but perfectly paced despite the long run time. The conclusion is both sad and rewarding.Overall, this is a cinematic masterpiece that is an absolute must see. I would score this a 10/10 and strongly recommend it.","29 July 2001","10/10",NA
"398","Seven Samurai (1954)","Shichinin no samurai: Simply outstanding","Platypuschow","Well, if you haven't seen Seven Samurai then you're not really  qualified to call yourself a film fan, basically. One of the most  influential movies of all time, that still holds up extremely well  nearly 50 years later.  Akira Kurosawa's epic tale of heroism and barbarism set the standard in  so many ways it's hard to imagine that any modern film does not show  its influence in some way or other. A great script, great characters,  mostly great acting, splendid cinematography and action sequences that  wrote the book about how these things should be filmed. Even now, after  so many have tried to imitate or beat it, Seven Samurai remains a  totally gripping 3.5 hour experience.  Akira Kurosawa is one of the gods of Cinema - men who seem to have been  born to make films, who have it in their blood. People like Alfred  Hitchcock, Stanley Kubrick, King Hu and Steven Spielberg, who make it  look easy... who so obviously ""get it"". In this pantheon, Kurosawa is  perhaps the daddy of them all, however, and Seven Samurai is one of his  finest moments.  The scale of the production is remarkable - to undertake making such an  epic in post-war Japan was a feat in itself. The cast of dozens of  inhabitants of a village specially built for the movie, the 40 bandits  and their horses, all the costumes, the armour, the weapons. Few  directors could have brought all of this together and still paid such  attention to the smallest of details in script and scene. Credit must  go to the team Kurosawa worked with too, I presume   The movie's setup became the template for many movies to follow, the  most recentl example that comes to mind being the excellent Korean  period movie MUSA (The Warrior), for example. A motley band of  characters is assembled and placed in a situation where the odds are  seemingly stacked against them, and each gets there chance to really  shine, prove themselves and become something more than a normal man.  Kurosawa's Samurai movies all share a little bit in common, which is  the depiction of the Samurai as some noble beast, different from the  common and pathetic rabble of ordinary man. In Seven Samurai the  farmers are a base lot, cowardly, selfish, vain, pathetic and  treacherous. How he found actors with such miserable looking faces is a  mystery in itself. In contrast, the Samurai embody all the qualities  that humanity would generally like to believe define it (us). Brave,  righteous, honest, strong and heroic. Toshiro Mifune's character stands  in the middle and represents this difference - perhaps meant to suggest  that mankind can strive to rise above his flaws, but mostly suggesting  to me that the common man is basically a mess and we should learn to  respect our betters. Kurosawa was definitely not a socialist, unless  I'm mis-reading him wildly.  I'm sure many out there wonder, does a 50 year old black and white  movie about Samurai really have any interest or relevance to us in the  21st century? The answer is a definite ""Yes!"". Seven Samurai shows us  what cinema can be, what cinema is *meant* to be. It is moving picture  as art in a way that the multiplex-fillers of today cannot possibly  claim to be. It's a film that satisfies on many different levels, and  still provides a bench mark which today's film makers could and should  use to evaluate their own contributions. True, few out there will ever  be able to claim they've made a film that rivals Seven Samurai in scope  or beauty, but this *is* what every director should aspire to! The sad  thing is, I just can't see a project like this ever coming out of the  Hollywood studio system, where art is just another commodity and  marketing is the new god","17 August 2018","7/10",NA
"399","Seven Samurai (1954)","A cinematic masterpiece","kevin_robbins","Akira Kurosawa's ""Seven Samurai"" is a true masterpiece of cinema that has stood the test of time. Released in 1954, the film tells the story of a group of samurai hired to defend a small village from bandits. With its stunning cinematography, rich characters, and epic scope, ""Seven Samurai"" is a triumph of filmmaking that has influenced countless filmmakers over the years.The film's pacing is deliberate, allowing for the development of its many characters, each with their own unique story and motivations. Kurosawa's direction is impeccable, capturing the beauty of the Japanese countryside and the intensity of the battle scenes. The film's climactic battle sequence is a true masterpiece of action filmmaking, with Kurosawa's camera capturing every detail of the action in stunning black and white.""Seven Samurai"" also tackles complex themes such as honor, sacrifice, and class struggle. The film's portrayal of the samurai as warriors with a strong sense of duty and honor has made it a classic of the genre, while its commentary on the plight of the peasants and their struggle against oppression is still relevant today.Overall, ""Seven Samurai"" is a timeless masterpiece that should be seen by any fan of cinema. Its influence can be seen in countless films, from Westerns to science fiction to superhero movies. Kurosawa's direction and the film's stunning visuals make it a true cinematic treasure that will continue to be celebrated for generations to come.","3 July 2023","10/10",NA
"400","Seven Samurai (1954)","Haven't you seen it yet?","simon_booth","Okay, call me an ignorant, uncultured, short-attention-span Yank if you wish, but I found this movie drawn-out and difficult to follow. It was indeed masterful storytelling with great character development, but the movie seemed to take quite a long time to get going, and when it did it was not the cinematic juggernaut I was expecting. Perhaps my expectations were too high? I don't think so. As of this writing Seven Samurai is at #6 in the all-time greatest movies list (and the only foreign-born film in the top 20), so I've obviously missed something big.This was by no means a bad movie; it was in fact a very good movie. However, all the really excellent movies I've seen have one thing in common - they carry you away with them. You get so involved with the story and characters that you feel like you know them personally. I did not get that here. Instead I kept trying to figure out what was going on, and why people were dramatically wailing and rolling on the ground in reaction to situations that didn't seem to warrant it. Is there perhaps a cultural difference that I'm not linking into? Am I over-analyzing it? I fully expected to walk away from this film wide-eyed and and muttering 'Wow. Just.wow' over and over (as I have with so many other films on IMDb's top 100), but instead I'm left to ponder why I seem to be the only one who's not getting it. I'd watch it again, but 3-1/2 hours is a long time.","31 January 2003","10/10",NA
"401","City of God (2002)","A Brazilian masterwork","TheLittleSongbird","Such an amazing film that deserves the accolades and acclaimed hype it's garnered. One of the best foreign language films there is and one of the best films personally seen recently, after a long time of being on my to see list but taking a while to get round to it due to being so busy and going through a difficult phase.Perhaps 'City of God' is not for everybody. It is not some audience members' idea of being entertaining, and is pretty unflinching, uncompromising and challenges the viewer. It does, with that being said, a superlative job bringing those qualities to life, and there are others, including myself, who judge films by what they set out to do rather than just wanting to be ""entertained"". There are many hugely entertaining films, while there are others that are clearly intended to be things other than entertainment and either are deep character studies, deliberate mood pieces and poignant dramas and shouldn't be denounced because of stereotypical views of what a film should be like.'City of God' is very well made, with some stunning and hard-hitting images, even if the budget is not high or enormous. It's all audaciously shot and edited with a lot of gritty atmosphere and sense of tension. The music fits well and has some haunting moments without being intrusive, while Fernando Meirelles's direction, particularly in the visual style, is superb.The story is not hard to follow, with lots of provoking thought, tension and emotion, while the action is positively explosive, frighteningly brutal and designed with a real meticulousness. In no way either does it glamorise crime and gives an unflinching view of gangland rivalry, provoking comparisons to Martin Scorsese and 'Goodfellas'.Alexandre Rodrigues and Leandro Firmino da Hora are fabulous in their roles and carry the film and their compellingly real characters adeptly.Overall, a masterwork. 10/10 Bethany Cox","10 June 2017","10/10",NA
"402","City of God (2002)","Gangs of Rio","Decko_koji_obecava","Warning: Spoilers","17 May 2003","8/10",NA
"403","City of God (2002)","The Godfather of Rio","SnoopyStyle","If you're unlucky to be born into a socially, economically and racially isolated community that has poverty, crime, drugs and violence as its everyday realities, the odds are stacked incredibly high against you. It literally takes so much effort, strength, struggle and plain ol' good fortune to simply avoid becoming a gangster, let alone do anything more with life. Most who find themselves in the situation described above never even enter this fight and out of those that do - only the rare ones succeed.""City of God"" depicts this conundrum masterfully. In a Rio slum called Cidade de Deus we meet character after character that has the right idea, knowledge and courage to get out but somehow always ends up being pulled right back into this vicious circle. Becoming a hoodlum in Cidade de Deus isn't just a fringe career option for disenchanted rebels and social outcasts - it's the main industry.The images of gun toting pre-teen killers are very disturbing and Meirelles uses them relentlessly to underscore just how hopeless and frighteningly predetermined life is for these kids. Many of them can't read or write but already know how to use a gun and kill without remorse. In a particularly harrowing scene, local drug lord Ze Pequeno or Lil' Ze (Leandro Firmino da Hora) exacts revenge on a disobedient gang of 9 and 10 year olds by incapacitating two of them and forcing one of his own kid soldiers, as initiation of sorts, to choose which one of the two he wants to kill. Faced with death, one of the kids starts crying crocodile tears; suddenly all the bravado is gone and he is shown for what he truly is - a desperately misdirected infant.'If only these people had more options....' is the sentiment reinforced with every gruesome event. Of course, this lifestyle comes a little more naturally to some than to others. Ze Pequeno, for example, from an early age when he was known as Dadinho / Lil' Dice shows a considerable lack of aversion to blood and death. In another aptly choreographed scene so that we don't know what exactly happened until much later, he more than 'holds his own' alongside much older gangsters during a motel stickup. Also on hand is a colourful palette of characters. From our narrator Buscape / Rocket (Alexandre Rodrigues) whose ticket out of the slum is his love of photography over to people like laidback Bene / Benny (Philippe Haagensen), followed by Ze's fierce rival Cenoura / Carrot (Matheus Nachtergaele) or good guy turned bad (although it's not so simple) Mane Galinha / Knockout Ned (Seu Jorge) we see a multidimensional, pulsating, alive community that seems in need of a strong, sustained outside push to finally stop chasing its own tail and get out of this destructive cycle.","16 June 2015","8/10",NA
"404","City of God (2002)","Shocking, Stylish & Brutal Story","ccthemovieman-1","Li'l Zé and his gang is having fun chasing a runaway chicken in a Rio favela called the Cidade de Deus ""City of God"". The chicken comes to Rocket with his camera. Then flashbacks to the 60s tell the story of Rocket who becomes the photographer of his friends. Li'l Zé and his best friend Benny grow up to be the crime boss of the city. There's Carrot who is a criminal leader tolerated by Benny and there's Knockout Ned who turned away from crime.It is truly a new Godfather. It is the harsh brutality of the slums. It's the randomness of the world. It beats with a human heart. It's a little messy. It's visceral. The kids are played by kids. The criminals are remorseless. The amateur actors are authentic. The cinematography is terrific. The location can't get more real. It is a new crime masterpiece.","6 March 2006","10/10",NA
"405","City of God (2002)","Stunning - in every sense of the word","trelloskilos-1","Wow, this is one of those different movies - meaning not run-of-mill by any means - and one of those which isn't pleasant to watch but one you might find yourself mesmerized by it.This also is one of those ""based on a true story"" films which makes it even more shocking, if its mostly true. The story is of the many young (pre and early-teen) criminals inhabiting an area just outside the big city of Rio de Janeiro in Brazil. It has the feel of a documentary with real-life street kids but is upgraded considerably by fantastic camera-work, some very innovative cinematography. In other words: stylish.Make no mistake: without that stylish look, the film might be too much of a downer. The street kids are interesting but really brutal, so be prepared. I mean, how often do you see 12-year-old killers portrayed on film? The violence, language and drug use are rough in here and what a sad comment on this social problem in Brazil, a country with a huge problem with these street gangs. Overall, a very tough but fascinating film.","18 December 2004","10/10",NA
"406","City of God (2002)","Magnificent, gut-wrenching and utterly compelling","tjcclarke","Cidade de Deus seems to have a lot of praise on the IMDb boards, and with good reason too. It simply is, in my opinion, one of the best contemporary films ever made.Based on true events and characters who live in the overlooked and poverty stricken slums in the shadows of Rio de Janiero, where life expectancy doesn't reach the 30's and drug dealers are kings.The tale of the City of God, and its myriad of characters is told by Rocket, a young man who struggles to make something of his life, other than to wind up another victim of drugs or gang wars.Not only are the characters in City of God absolutely fascinating, and also very endearing, but also convincingly acted by groups of young and unknown actors. The stoies are well-told, and at times, funny, and at others, brutally shocking.The cinematic style of the film gives a nod to Tarantino, with some clever time-jumping, freeze-framing, and texts indicating another chapter of the film. In every sense, a bit of a Brazillian ""Pulp Fiction"" or ""Goodfellas"", but with its own unique flavour to it.The City of God is a marvel, and a highly recommended film to watch, but not recommended for the over-sensitive or easily distressed.","26 October 2004","10/10",NA
"407","City of God (2002)","It's a masterpiece.","Sleepin_Dragon","Warning: Spoilers","5 October 2023","9/10",NA
"408","City of God (2002)","One of the best unseen foreign films","panjshir_lion","A no holds barred look at life in the slums of Rio de Janeiro, a place that consumes many, but now and then, people escape and make good.It is an outstanding piece of cinema, I was told to watch it, that I would enjoy it, it absolutely blew me away.I would argue this film isn't for everyone, it's not a thriller of drama as such, it's too real for that, instead it's a detailed look into real life. It's not casual viewing, you need to concentrate, so ensure you have two peaceful hours to absorb it.Relentless, bleak, at times it's quite upsetting, if you're sensitive, this will leave a mark on you, several of the scenes which involve kids are quite hard to follow.Gun violence, drugs etc, it really doesn't hold back, it's graphic. The visuals for me are the film's best element, it looks terrific, it's very stylish.@The acting is terrific, especially when you consider the size of the cast, and the number of youths.10/10.","30 March 2005","10/10",NA
"409","City of God (2002)","Down and dirty","kosmasp","I have seen this movie only recently (2005) and it's easily one of the better foreign films I have seen. Actually, it's probably just about one of the best films I had ever seen.The characters really make this movie come alive with each of their compelling personalities shining though in the backdrop of oppressive conditions and constant violence. One thing which clearly comes to mind is ""Lil' Dice's"" ear to ear smile - so vivid and yet so ironic since he personifies pure evil.The City of God is a world you don't want to visit, it won't be featured on a post card, and it's said to be the city ignored by god himself. This movie makes you feel uncomfortable, puts you on the edge of your seat -- you are right into the middle of the City and you too are caught up in it's violent temptation. More importantly, it's about the triumph of the human spirit against all odds.This movie in effect is fast paced and hard to follow (with the added stress of subtitles over Portuguese), but it's worth it; and in fact really adds to the impetuous and impulsive undertones of the movie. In addition, the quintessential Brazilian music blending into the film like a well made Caprahina makes it feel authentic like the Italian music in the God Father.You see the flaws of these men played out in an almost fatalistic nature -- hated, greed, futility; and in it all we see ourselves, our own flaws, and our own condition.","2 April 2007","10/10",NA
"410","City of God (2002)","Cidade De Deus","ElChivoDave","This movie does not take any prisoners. Although I have not been into any ""favella"" (= ghetto) and I don't really know if the movie depicts it realistically, I do know that it is a gripping story. About kids growing up in a violent environment. Not that this movie is an action movie. It's a drama, with action scenes in it.The style and the look remind you a little bit of a documentary, just to make things scarier/real. It fully achieves it's goal. The ""actors"" (the director mostly used people who really live or lived in Brazilian ghetto) are superb too. And since the story is well written and told, there is nothing more you could wish for. Of course if watch it in it's original version and don't speak Portuguese, than you will have to read the subtitles ... but it's more than worth it (and I personally prefer it that way)","8 January 2003","9/10",NA
"411","City of God (2002)","A Brazilian masterwork","TheLittleSongbird","Such an amazing film that deserves the accolades and acclaimed hype it's garnered. One of the best foreign language films there is and one of the best films personally seen recently, after a long time of being on my to see list but taking a while to get round to it due to being so busy and going through a difficult phase.Perhaps 'City of God' is not for everybody. It is not some audience members' idea of being entertaining, and is pretty unflinching, uncompromising and challenges the viewer. It does, with that being said, a superlative job bringing those qualities to life, and there are others, including myself, who judge films by what they set out to do rather than just wanting to be ""entertained"". There are many hugely entertaining films, while there are others that are clearly intended to be things other than entertainment and either are deep character studies, deliberate mood pieces and poignant dramas and shouldn't be denounced because of stereotypical views of what a film should be like.'City of God' is very well made, with some stunning and hard-hitting images, even if the budget is not high or enormous. It's all audaciously shot and edited with a lot of gritty atmosphere and sense of tension. The music fits well and has some haunting moments without being intrusive, while Fernando Meirelles's direction, particularly in the visual style, is superb.The story is not hard to follow, with lots of provoking thought, tension and emotion, while the action is positively explosive, frighteningly brutal and designed with a real meticulousness. In no way either does it glamorise crime and gives an unflinching view of gangland rivalry, provoking comparisons to Martin Scorsese and 'Goodfellas'.Alexandre Rodrigues and Leandro Firmino da Hora are fabulous in their roles and carry the film and their compellingly real characters adeptly.Overall, a masterwork. 10/10 Bethany Cox","10 June 2017","10/10",NA
"412","City of God (2002)","Gangs of Rio","Decko_koji_obecava","Warning: Spoilers","17 May 2003","8/10",NA
"413","City of God (2002)","The Godfather of Rio","SnoopyStyle","If you're unlucky to be born into a socially, economically and racially isolated community that has poverty, crime, drugs and violence as its everyday realities, the odds are stacked incredibly high against you. It literally takes so much effort, strength, struggle and plain ol' good fortune to simply avoid becoming a gangster, let alone do anything more with life. Most who find themselves in the situation described above never even enter this fight and out of those that do - only the rare ones succeed.""City of God"" depicts this conundrum masterfully. In a Rio slum called Cidade de Deus we meet character after character that has the right idea, knowledge and courage to get out but somehow always ends up being pulled right back into this vicious circle. Becoming a hoodlum in Cidade de Deus isn't just a fringe career option for disenchanted rebels and social outcasts - it's the main industry.The images of gun toting pre-teen killers are very disturbing and Meirelles uses them relentlessly to underscore just how hopeless and frighteningly predetermined life is for these kids. Many of them can't read or write but already know how to use a gun and kill without remorse. In a particularly harrowing scene, local drug lord Ze Pequeno or Lil' Ze (Leandro Firmino da Hora) exacts revenge on a disobedient gang of 9 and 10 year olds by incapacitating two of them and forcing one of his own kid soldiers, as initiation of sorts, to choose which one of the two he wants to kill. Faced with death, one of the kids starts crying crocodile tears; suddenly all the bravado is gone and he is shown for what he truly is - a desperately misdirected infant.'If only these people had more options....' is the sentiment reinforced with every gruesome event. Of course, this lifestyle comes a little more naturally to some than to others. Ze Pequeno, for example, from an early age when he was known as Dadinho / Lil' Dice shows a considerable lack of aversion to blood and death. In another aptly choreographed scene so that we don't know what exactly happened until much later, he more than 'holds his own' alongside much older gangsters during a motel stickup. Also on hand is a colourful palette of characters. From our narrator Buscape / Rocket (Alexandre Rodrigues) whose ticket out of the slum is his love of photography over to people like laidback Bene / Benny (Philippe Haagensen), followed by Ze's fierce rival Cenoura / Carrot (Matheus Nachtergaele) or good guy turned bad (although it's not so simple) Mane Galinha / Knockout Ned (Seu Jorge) we see a multidimensional, pulsating, alive community that seems in need of a strong, sustained outside push to finally stop chasing its own tail and get out of this destructive cycle.","16 June 2015","8/10",NA
"414","City of God (2002)","Shocking, Stylish & Brutal Story","ccthemovieman-1","Li'l Zé and his gang is having fun chasing a runaway chicken in a Rio favela called the Cidade de Deus ""City of God"". The chicken comes to Rocket with his camera. Then flashbacks to the 60s tell the story of Rocket who becomes the photographer of his friends. Li'l Zé and his best friend Benny grow up to be the crime boss of the city. There's Carrot who is a criminal leader tolerated by Benny and there's Knockout Ned who turned away from crime.It is truly a new Godfather. It is the harsh brutality of the slums. It's the randomness of the world. It beats with a human heart. It's a little messy. It's visceral. The kids are played by kids. The criminals are remorseless. The amateur actors are authentic. The cinematography is terrific. The location can't get more real. It is a new crime masterpiece.","6 March 2006","10/10",NA
"415","City of God (2002)","Stunning - in every sense of the word","trelloskilos-1","Wow, this is one of those different movies - meaning not run-of-mill by any means - and one of those which isn't pleasant to watch but one you might find yourself mesmerized by it.This also is one of those ""based on a true story"" films which makes it even more shocking, if its mostly true. The story is of the many young (pre and early-teen) criminals inhabiting an area just outside the big city of Rio de Janeiro in Brazil. It has the feel of a documentary with real-life street kids but is upgraded considerably by fantastic camera-work, some very innovative cinematography. In other words: stylish.Make no mistake: without that stylish look, the film might be too much of a downer. The street kids are interesting but really brutal, so be prepared. I mean, how often do you see 12-year-old killers portrayed on film? The violence, language and drug use are rough in here and what a sad comment on this social problem in Brazil, a country with a huge problem with these street gangs. Overall, a very tough but fascinating film.","18 December 2004","10/10",NA
"416","City of God (2002)","Magnificent, gut-wrenching and utterly compelling","tjcclarke","Cidade de Deus seems to have a lot of praise on the IMDb boards, and with good reason too. It simply is, in my opinion, one of the best contemporary films ever made.Based on true events and characters who live in the overlooked and poverty stricken slums in the shadows of Rio de Janiero, where life expectancy doesn't reach the 30's and drug dealers are kings.The tale of the City of God, and its myriad of characters is told by Rocket, a young man who struggles to make something of his life, other than to wind up another victim of drugs or gang wars.Not only are the characters in City of God absolutely fascinating, and also very endearing, but also convincingly acted by groups of young and unknown actors. The stoies are well-told, and at times, funny, and at others, brutally shocking.The cinematic style of the film gives a nod to Tarantino, with some clever time-jumping, freeze-framing, and texts indicating another chapter of the film. In every sense, a bit of a Brazillian ""Pulp Fiction"" or ""Goodfellas"", but with its own unique flavour to it.The City of God is a marvel, and a highly recommended film to watch, but not recommended for the over-sensitive or easily distressed.","26 October 2004","10/10",NA
"417","City of God (2002)","It's a masterpiece.","Sleepin_Dragon","Warning: Spoilers","5 October 2023","9/10",NA
"418","City of God (2002)","One of the best unseen foreign films","panjshir_lion","A no holds barred look at life in the slums of Rio de Janeiro, a place that consumes many, but now and then, people escape and make good.It is an outstanding piece of cinema, I was told to watch it, that I would enjoy it, it absolutely blew me away.I would argue this film isn't for everyone, it's not a thriller of drama as such, it's too real for that, instead it's a detailed look into real life. It's not casual viewing, you need to concentrate, so ensure you have two peaceful hours to absorb it.Relentless, bleak, at times it's quite upsetting, if you're sensitive, this will leave a mark on you, several of the scenes which involve kids are quite hard to follow.Gun violence, drugs etc, it really doesn't hold back, it's graphic. The visuals for me are the film's best element, it looks terrific, it's very stylish.@The acting is terrific, especially when you consider the size of the cast, and the number of youths.10/10.","30 March 2005","10/10",NA
"419","City of God (2002)","Down and dirty","kosmasp","I have seen this movie only recently (2005) and it's easily one of the better foreign films I have seen. Actually, it's probably just about one of the best films I had ever seen.The characters really make this movie come alive with each of their compelling personalities shining though in the backdrop of oppressive conditions and constant violence. One thing which clearly comes to mind is ""Lil' Dice's"" ear to ear smile - so vivid and yet so ironic since he personifies pure evil.The City of God is a world you don't want to visit, it won't be featured on a post card, and it's said to be the city ignored by god himself. This movie makes you feel uncomfortable, puts you on the edge of your seat -- you are right into the middle of the City and you too are caught up in it's violent temptation. More importantly, it's about the triumph of the human spirit against all odds.This movie in effect is fast paced and hard to follow (with the added stress of subtitles over Portuguese), but it's worth it; and in fact really adds to the impetuous and impulsive undertones of the movie. In addition, the quintessential Brazilian music blending into the film like a well made Caprahina makes it feel authentic like the Italian music in the God Father.You see the flaws of these men played out in an almost fatalistic nature -- hated, greed, futility; and in it all we see ourselves, our own flaws, and our own condition.","2 April 2007","10/10",NA
